Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
0.12,1,0,0,-27.54435,-4.947366,41.98085,0.0, 0.2, 0.0, -1.0,0,0,0,0,99.95,1,1,0000000000
0.6145042,1,8.958957E-06,8.958957E-06,-27.54435,-4.947358,41.98085,0.0, 0.2, 0.0, -1.0,0,8.958957E-06,0,0,99.89999,1,0,0000000000
1.12,1,0.03472139,0.03473035,-27.5098,-4.94735,41.97738,0.0, 0.2, 0.0, -1.0,0,0.03473035,0,0,99.83958,1,0,0000000000
1.600771,1,0.1143707,0.1491011,-27.62069,-4.947361,42.00536,0.0, 0.0, 0.0, -1.0,0,0.1491011,0,0,99.75526,1,0,0000000000
2.106993,1,0.09661651,0.2457176,-27.6984,-4.947364,42.06278,0.0, -0.1, 0.0, -1.0,0,0.2457176,0,0,99.67628,1,0,0000000000
2.614841,1,1.560914,1.806631,-26.46236,-4.947363,43.01602,0.0, -0.1, 0.0, -1.0,0,1.806631,0,0,99.158,1,0,0000000000
3.108292,1,0.4956925,2.302324,-26.93854,-4.947351,43.15374,0.0, 0.6, 0.0, -0.8,0,2.302324,0,0,98.95929,1,0,0000000000
3.614132,1,0.6130215,2.915345,-27.55145,-4.947354,43.14201,0.0, 0.5, 0.0, -0.9,0,2.915345,0,0,98.72538,1,0,0000000000
4.12,1,1.02621,3.941555,-28.5751,-4.94736,43.21443,0.0, 0.9, 0.0, -0.4,0,3.941555,0,0,98.36752,1,0,0000000000
4.614172,1,0.7993898,4.740945,-28.79106,-4.947354,42.44477,0.0, 1.0, 0.0, -0.2,0,4.740945,0,0,98.0777,1,0,0000000000
5.107559,1,1.473606,6.214551,-28.65419,-4.947343,40.97753,0.0, 1.0, 0.0, -0.3,0,6.214551,0,0,97.58561,1,0,0000000000
5.600198,1,1.43954,7.65409,-28.73093,-4.947367,39.54004,0.0, 1.0, 0.0, -0.3,0,7.65409,0,0,97.10374,1,0,0000000000
6.109631,1,1.797912,9.452003,-28.62781,-4.947361,37.74509,0.0, 0.8, 0.0, -0.6,0,9.452003,0,0,96.51437,1,0,0000000000
6.602395,1,2.358775,11.81078,-30.96981,-4.947367,37.46428,0.0, 0.7, 0.0, -0.7,0,11.81078,0,0,95.75673,1,0,0000000000
7.12,1,0.8699412,12.68072,-31.83035,-4.947377,37.33671,0.0, 1.0, 0.0, -0.2,0,12.68072,0,0,95.44575,1,0,0000000000
7.60052,1,1.859488,14.54021,-31.89924,-4.94738,35.4785,0.0, 1.0, 0.0, -0.1,0,14.54021,0,0,94.8379,1,0,0000000000
8.12,1,2.265609,16.80582,-31.90482,-4.947369,33.21289,0.0, 1.0, 0.0, -0.1,0,16.80582,0,0,94.10822,1,0,0000000000
8.601141,1,2.092491,18.89831,-31.89739,-4.947368,31.12042,0.0, 1.0, 0.0, -0.1,0,18.89831,0,0,93.43047,1,0,0000000000
9.107534,1,2.193403,21.09171,-31.92142,-4.947388,28.92715,0.0, 1.0, 0.0, 0.0,0,21.09171,0,0,92.72244,1,0,0000000000
9.614262,1,1.484509,22.57622,-31.93381,-4.94737,27.44269,0.0, 1.0, 0.0, 0.2,0,22.57622,0,0,92.22709,1,2,0000000000
10.12,2,0.5119302,23.08815,-31.42222,-4.947367,27.42385,0.0, 1.0, 0.0, 0.1,0,0.5119302,0,0,92.02351,1,1,0
10.60004,2,0.2494542,23.3376,-31.65817,-4.947363,27.34288,0.0, 1.0, 0.0, -0.1,0,0.7613844,0,0,91.89867,1,0,0
11.1085,2,0.8517669,24.18937,-30.81751,-4.947364,27.20575,0.0, 1.0, 0.0, 0.0,0,1.613151,0,0,91.59313,1,0,0
11.614,2,0.4118332,24.6012,-30.71453,-4.947354,26.807,0.0, 0.9, 0.0, -0.4,0,2.024985,0,0,91.41958,1,0,0
12.12,2,1.24918,25.85038,-31.84339,-4.94737,27.34193,0.0, 1.0, 0.0, 0.0,0,3.274165,0,0,90.99482,1,0,0
12.60191,2,1.544136,27.39452,-30.57813,-4.947297,26.45679,0.0, 1.0, 0.0, -0.1,0,4.818301,0,0,90.48158,1,0,0
13.11109,2,1.606055,29.00058,-31.90481,-4.947301,25.55163,0.0, 1.0, 0.0, 0.0,0,6.424356,0,0,89.94975,1,0,0
13.61399,2,2.218033,31.21861,-31.90596,-4.947302,23.33359,0.0, 1.0, 0.0, -0.1,0,8.642389,0,0,89.23434,1,0,0
14.12,2,2.25052,33.46913,-31.91002,-4.947305,21.08308,0.0, 1.0, 0.0, -0.1,0,10.89291,0,0,88.50918,1,0,0
14.60067,2,1.552487,35.02161,-31.96015,-4.947302,19.5314,0.0, 1.0, 0.0, 0.0,0,12.4454,0,0,87.99343,1,0,0
15.12,2,1.266701,36.28831,-31.96015,-4.947301,18.2647,0.0, 1.0, 0.0, 0.0,0,13.7121,0,0,87.56342,1,0,0
15.60056,2,1.244353E-05,36.28833,-31.96015,-4.947292,18.26471,0.0, 1.0, 0.0, 0.0,0,13.71211,0,0,87.51341,1,0,0
16.10782,2,0.4066468,36.69497,-31.55356,-4.947267,18.27142,0.0, 1.0, 0.0, 0.2,0,14.11876,0,0,87.34142,1,0,0
16.60146,2,1.467587,38.16256,-31.1376,-4.946918,16.86401,0.0, 0.9, 0.0, -0.5,0,15.58634,0,0,86.85114,1,0,0
17.10757,2,2.244666,40.40723,-33.38112,-4.948408,16.93551,0.0, 0.6, 0.0, -0.8,0,17.83101,0,0,86.12773,1,0,0
17.61454,2,1.996305,42.40353,-35.37742,-4.948421,16.94154,0.0, 0.6, 0.0, -0.8,0,19.82731,0,0,85.47884,1,0,0
18.12,2,2.100453,44.50398,-37.47786,-4.948419,16.93452,0.0, 0.6, 0.0, -0.8,0,21.92777,0,0,84.7987,1,0,0
18.60058,2,0.3691282,44.87311,-37.82644,-4.948396,16.81307,0.0, 1.0, 0.0, -0.2,0,22.29689,0,0,84.63795,1,0,0
19.10814,2,1.847937,46.72105,-37.82323,-4.948407,14.96513,0.0, 1.0, 0.0, -0.2,0,24.14483,0,0,84.03357,1,0,0
19.60094,2,1.682436,48.40348,-37.82022,-4.948614,13.2827,0.0, 1.0, 0.0, -0.2,0,25.82727,0,0,83.47884,1,2,0
20.12,3,1.876313,50.27979,-37.81819,-4.948585,11.40639,0.0, 1.0, 0.0, -0.2,0,1.876313,0,0,82.86594,1,1,0
20.61398,3,1.708852,51.98864,-37.81818,-4.948578,9.697536,0.0, 1.0, 0.0, -0.2,0,3.585165,0,0,82.30328,1,0,0
21.12,3,1.851269,53.83991,-37.81816,-4.948575,7.846267,0.0, 1.0, 0.0, -0.2,0,5.436434,0,0,81.69789,1,0,0
21.62,3,1.780066,55.61998,-37.81816,-4.948583,6.066201,0.0, 1.0, 0.0, -0.2,0,7.2165,0,0,81.11387,1,0,0
22.11963,3,1.50661,57.12659,-37.80981,-4.948583,4.559614,0.0, 1.0, 0.0, -0.2,0,8.723109,0,0,80.61189,1,0,0
22.61425,3,1.589827,58.71642,-39.38586,-4.948581,4.768432,0.0, 0.7, 0.0, -0.7,0,10.31294,0,0,80.08493,1,0,0
23.1055,3,1.64721,60.36363,-41.01256,-4.94857,5.027553,0.0, 0.7, 0.0, -0.7,0,11.96015,0,0,79.54076,1,0,0
23.60093,3,2.49281,62.85644,-43.5053,-4.948576,5.008918,0.0, 0.7, 0.0, -0.7,0,14.45296,0,0,78.74292,1,0,0
24.10637,3,3.673385,66.52982,-47.17868,-4.948573,5.016263,0.0, 0.7, 0.0, -0.7,0,18.12634,0,0,77.5909,1,0,0
24.61425,3,0.06334967,66.59317,-47.14916,-4.948575,5.072313,0.0, 0.8, 0.0, -0.6,0,18.18969,0,0,77.5219,1,0,0
25.1072,3,1.282597,67.87577,-47.30571,-4.94857,3.799306,0.0, 0.8, 0.0, -0.7,0,19.47229,0,0,77.08711,1,0,0
25.61437,3,2.094407,69.97018,-48.75436,-4.960243,5.311862,0.0, 0.1, 0.0, -1.0,0,21.56669,0,0,76.40879,1,0,0
26.12,3,1.724914,71.69509,-47.86347,-4.945994,6.788831,0.0, 0.1, 0.0, -1.0,0,23.29161,0,0,75.84132,1,0,0
26.61369,3,1.772305,73.4674,-46.0959,-4.946003,6.659325,0.0, -0.7, 0.0, -0.7,0,25.06391,0,0,75.25962,1,0,0
27.10751,3,2.102098,75.5695,-44.25673,-4.946011,5.641364,0.0, -0.3, 0.0, -0.9,0,27.16601,0,0,74.57899,1,0,0
27.61452,3,2.208933,77.77843,-42.74213,-4.946008,7.249278,0.0, 0.1, 0.0, -1.0,0,29.37494,0,0,73.8663,1,0,0
28.11991,3,2.159291,79.93772,-42.9032,-4.58955,9.372844,0.0, 0.0, 0.0, -1.0,0,31.53424,0,0,73.16851,1,0,0
28.60004,3,2.175432,82.11315,-42.77393,-4.58955,11.54443,0.0, 0.1, 0.0, -1.0,0,33.70967,0,0,72.46588,1,0,0
29.12,3,2.357337,84.47049,-42.77175,-4.946026,13.87466,0.0, 0.1, 0.0, -1.0,0,36.06701,0,0,71.70868,1,0,0
29.60152,3,1.109989,85.58047,-42.51676,-4.946034,14.95496,0.0, 0.5, 0.0, -0.9,0,37.17699,0,0,71.32568,1,0,0
30.10137,3,0.7474802,86.32796,-43.19363,-4.946041,15.2721,0.0, 0.2, 0.0, -1.0,0,37.92447,0,0,71.05143,1,0,0
30.60026,3,0.6567844,86.98474,-43.18134,-4.96418,15.92852,0.0, 0.8, 0.0, -0.6,0,38.58126,0,0,70.80439,1,0,0
31.12,3,0.8631344,87.84788,-42.95171,-4.946044,15.09668,0.0, 0.8, 0.0, -0.5,0,39.44439,0,0,70.49545,1,0,0
31.62,3,1.50682,89.3547,-44.29453,-4.946051,14.41305,0.0, 0.5, 0.0, -0.9,0,40.95121,0,0,69.99339,1,0,0
32.10755,3,1.065478,90.42017,-45.14813,-4.946045,15.05071,0.0, 0.7, 0.0, -0.8,0,42.01669,0,0,69.62375,1,0,0
32.60136,3,2.050476,92.47065,-47.1986,-4.946023,15.04704,0.0, 0.6, 0.0, -0.8,0,44.06717,0,0,68.9586,1,0,0
33.10698,3,0.2186116,92.68926,-47.25992,-4.946032,14.8372,0.0, 1.0, 0.0, -0.1,0,44.28578,0,0,68.84302,1,0,0
33.61383,3,2.305973,94.99524,-47.2794,-4.946026,12.53131,0.0, 1.0, 0.0, -0.1,0,46.59175,0,0,68.10122,1,0,0
34.12,3,1.680886,96.67612,-48.77112,-4.960279,11.75675,0.0, 0.6, 0.0, -0.8,0,48.27264,0,0,67.54695,1,0,0
34.62,3,1.226486,97.90261,-49.07189,-4.874301,12.94268,0.0, -0.1, 0.0, -1.0,0,49.49913,0,0,67.12901,1,0,0
35.1069,3,1.057177,98.95979,-48.40003,-4.960267,13.75437,0.0, 0.1, 0.0, -1.0,0,50.5563,0,0,66.76185,1,0,0
35.6,3,1.282829,100.2426,-49.31684,-4.081616,13.57252,0.0, 0.9, 0.0, -0.4,0,51.83913,0,0,66.327,1,0,0
36.1074,3,2.476167,102.7188,-50.11375,-4.960256,11.39896,0.0, 1.0, 0.0, 0.1,0,54.3153,0,0,65.53414,1,0,0
