Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
0.1193083,1,0,0,22.61613,-4.946809,23.13395,0.0, 0.1, 0.0, -1.0,0,0,0,0,99.95,1,1,0000000000
0.62,1,2.21819E-05,2.21819E-05,22.61613,-4.946827,23.13396,0.0, 0.1, 0.0, -1.0,0,2.21819E-05,0,0,99.89999,1,0,0000000000
1.106587,1,0.08531717,0.08533935,22.53427,-4.946763,23.158,0.0, -0.1, 0.0, -1.0,0,0.08533935,0,0,99.82439,1,0,0000000000
1.615278,1,0.3763753,0.4617146,22.40622,-4.946759,23.51192,0.0, -0.7, 0.0, -0.7,0,0.4617146,0,0,99.66147,1,0,0000000000
2.119852,1,0.4145554,0.8762701,22.80714,-4.946775,23.61739,0.0, -1.0, 0.0, 0.1,0,0.8762701,0,0,99.4871,1,0,0000000000
2.6007,1,0.2211867,1.097457,22.5904,-4.946775,23.66153,0.0, -1.0, 0.0, -0.3,0,1.097457,0,0,99.37074,1,0,0000000000
3.12,1,1.357487,2.454944,22.0762,-4.946769,22.4052,0.0, -1.0, 0.0, 0.1,0,2.454944,0,0,98.91349,1,0,0000000000
3.600492,1,2.094677,4.549621,22.21928,-4.946791,20.31541,0.0, -1.0, 0.0, 0.0,0,4.549621,0,0,98.23508,1,0,0000000000
4.10779,1,2.317688,6.867309,22.04295,-4.946795,18.00444,0.0, -1.0, 0.0, 0.0,0,6.867309,0,0,97.48978,1,0,0000000000
4.601561,1,1.644439,8.511747,21.17749,-4.946799,16.60618,0.0, -0.6, 0.0, 0.8,0,8.511747,0,0,96.94644,1,0,0000000000
5.12,1,0.4429153,8.954662,21.09943,-4.9468,17.04216,0.0, -0.7, 0.0, 0.7,0,8.954662,0,0,96.76357,1,0,0000000000
5.601325,1,2.137013,11.09167,18.96242,-4.946793,17.0414,0.0, -0.7, 0.0, 0.7,0,11.09167,0,0,96.07246,1,0,0000000000
6.107031,1,2.179208,13.27088,16.78372,-4.946795,16.99433,0.0, -0.6, 0.0, 0.8,0,13.27088,0,0,95.36869,1,0,0000000000
6.613528,1,2.096282,15.36716,14.68744,-4.946784,16.99508,0.0, -0.6, 0.0, 0.8,0,15.36716,0,0,94.6898,1,0,0000000000
7.12,1,2.275608,17.64277,12.41184,-4.946784,16.98828,0.0, -0.6, 0.0, 0.8,0,17.64277,0,0,93.95712,1,0,0000000000
7.612984,1,2.121939,19.76471,10.29013,-4.946773,17.0196,0.0, -0.6, 0.0, 0.8,0,19.76471,0,0,93.27053,1,0,0000000000
8.12,1,2.421569,22.18628,7.868567,-4.946772,17.02247,0.0, -0.6, 0.0, 0.8,0,22.18628,0,0,92.49406,1,0,0000000000
8.600827,1,0.7586049,22.94489,7.116887,-4.946768,16.9202,0.0, -0.5, 0.0, 0.9,0,22.94489,0,0,92.21647,1,0,0000000000
9.12,1,1.432307,24.37719,5.69296,-4.947174,16.7655,0.0, -0.3, 0.0, 0.9,0,24.37719,0,0,91.73677,1,0,0000000000
9.613153,1,1.733755,26.11095,5.528576,-4.946751,18.49144,0.0, 0.2, 0.0, 1.0,0,26.11095,0,0,91.16664,1,2,0000000000
10.10706,2,1.678521,27.78947,6.155342,-4.946744,20.04855,0.0, 0.1, 0.0, 1.0,0,1.678521,0,0,90.61308,1,1,0
10.60045,2,2.306979,30.09645,6.132632,-4.946764,22.35542,0.0, 0.1, 0.0, 1.0,0,3.9855,0,0,89.87099,1,0,0
11.12,2,2.393447,32.48989,6.140336,-4.946762,24.74886,0.0, -0.6, 0.0, 0.8,0,6.378947,0,0,89.10295,1,0,0
11.60117,2,0.5018699,32.99176,5.951261,-4.946758,25.21375,0.0, -1.0, 0.0, 0.2,0,6.880817,0,0,88.90239,1,0,0
12.10671,2,0.03181896,33.02358,5.927348,-4.946775,25.23474,0.0, -1.0, 0.0, 0.2,0,6.912636,0,0,88.84284,1,0,0
12.62,2,0.002340519,33.02592,5.929188,-4.946777,25.23329,0.0, -1.0, 0.0, 0.2,0,6.914977,0,0,88.79214,1,0,0
13.12,2,1.515412E-05,33.02594,5.929194,-4.946787,25.23328,0.0, -1.0, 0.0, 0.2,0,6.914992,0,0,88.74213,1,0,0
13.61328,2,6.125084E-06,33.02595,5.92919,-4.94679,25.23328,0.0, -1.0, 0.0, 0.2,0,6.914998,0,0,88.69212,1,0,0
14.12,2,1.041428E-05,33.02596,5.929194,-4.946795,25.23327,0.0, -1.0, 0.0, 0.2,0,6.915009,0,0,88.64212,1,0,0
14.61364,2,0.04630727,33.07227,5.962861,-4.946808,25.20148,0.0, -1.0, 0.0, 0.2,0,6.961316,0,0,88.57822,1,0,0
15.12,2,0.2325095,33.30478,5.943692,-4.946822,24.96976,0.0, -0.7, 0.0, 0.7,0,7.193825,0,0,88.45847,1,0,0
15.62,2,1.677468,34.98224,5.087473,-4.946817,26.41225,0.0, -0.6, 0.0, 0.8,0,8.871293,0,0,87.90522,1,0,0
16.1074,2,1.218054,36.2003,4.976666,-4.945811,27.62526,0.0, 0.3, 0.0, 1.0,0,10.08935,0,0,87.4898,1,0,0
16.6013,2,0.6100161,36.81031,5.504427,-4.945819,27.93118,0.0, 0.6, 0.0, 0.8,0,10.69936,0,0,87.25679,1,0,0
17.107,2,2.070607,38.88092,7.498873,-4.945809,27.37476,0.0, 0.6, 0.0, 0.8,0,12.76997,0,0,86.5856,1,0,0
17.60218,2,2.43473,41.31565,9.931292,-4.945809,27.48083,0.0, 0.2, 0.0, 1.0,0,15.2047,0,0,85.80518,1,0,0
18.10749,2,2.235,43.55065,9.223297,-4.945799,29.60072,0.0, 0.0, 0.0, 1.0,0,17.4397,0,0,85.08468,1,0,0
18.61408,2,1.262632,44.81329,10.15775,-4.945797,30.44987,0.0, 0.5, 0.0, 0.9,0,18.70233,0,0,84.65588,1,0,0
19.12,2,1.886891,46.70018,10.71075,-4.945799,32.2539,0.0, 0.7, 0.0, 0.7,0,20.58922,0,0,84.03981,1,0,0
19.60163,2,2.335177,49.03535,12.98429,-4.945794,31.72093,0.0, 0.6, 0.0, 0.8,0,22.9244,0,0,83.28925,1,2,0
20.1189,3,2.421968,51.45732,15.04336,-4.945802,30.44571,0.0, 0.5, 0.0, 0.9,0,2.421968,0,0,82.51266,1,1,0
20.60153,3,2.064038,53.52136,16.00351,-4.94579,32.27283,0.0, 0.0, 0.0, 1.0,0,4.486006,0,0,81.84344,1,0,0
21.10681,3,2.461893,55.98325,16.31093,-4.945802,34.71546,0.0, 0.0, 0.0, 1.0,0,6.947898,0,0,81.05487,1,0,0
21.61415,3,1.309473,57.29272,15.68525,-4.945803,35.86578,0.0, -0.7, 0.0, 0.7,0,8.257371,0,0,80.61202,1,0,0
22.10745,3,2.197187,59.48991,13.49029,-4.945799,35.76705,0.0, -0.6, 0.0, 0.8,0,10.45456,0,0,79.90286,1,0,0
22.61356,3,2.280674,61.77058,11.20979,-4.945801,35.79528,0.0, -0.7, 0.0, 0.7,0,12.73523,0,0,79.16866,1,0,0
23.10715,3,2.440885,64.21146,8.812689,-4.945799,36.25555,0.0, -0.7, 0.0, 0.7,0,15.17612,0,0,78.38638,1,0,0
23.6126,3,1.49871,65.71017,7.355181,-4.945802,36.60455,0.0, -0.8, 0.0, 0.5,0,16.67483,0,0,77.88676,1,0,0
24.12,3,2.253113,67.96329,6.566929,-4.945794,34.49382,0.0, -0.8, 0.0, 0.6,0,18.92794,0,0,77.16083,1,0,0
24.60089,3,2.276801,70.24009,4.398918,-4.945792,33.79844,0.0, -1.0, 0.0, 0.2,0,21.20474,0,0,76.42779,1,0,0
25.10818,3,2.309004,72.5491,4.00079,-4.945782,31.52402,0.0, -1.0, 0.0, 0.0,0,23.51374,0,0,75.68508,1,0,0
25.60092,3,2.452453,75.00155,4.454587,-4.945782,29.11391,0.0, -1.0, 0.0, -0.1,0,25.9662,0,0,74.89935,1,0,0
26.10925,3,2.00992,77.01147,5.803953,-4.945787,27.62429,0.0, -1.0, 0.0, 0.1,0,27.97612,0,0,74.24637,1,0,0
26.60462,3,1.927983,78.93945,4.388147,-4.946791,26.31562,0.0, -1.0, 0.0, 0.2,0,29.9041,0,0,73.61797,1,0,0
27.12,3,2.377686,81.31714,3.992152,-4.94679,23.97114,0.0, -1.0, 0.0, 0.0,0,32.28178,0,0,72.85467,1,0,0
27.6004,3,2.362228,83.67937,4.143603,-4.946792,21.61377,0.0, -1.0, 0.0, 0.0,0,34.64401,0,0,72.09599,1,0,0
28.10745,3,2.441756,86.12112,4.636458,-4.946798,19.22227,0.0, -1.0, 0.0, -0.1,0,37.08577,0,0,71.31346,1,0,0
28.60056,3,2.033049,88.15417,4.981956,-4.947227,17.2188,0.0, -0.9, 0.0, 0.4,0,39.11882,0,0,70.65354,1,0,0
29.12,3,1.968325,90.1225,3.028124,-4.946801,16.98038,0.0, -0.6, 0.0, 0.8,0,41.08715,0,0,70.01304,1,0,0
29.62,3,2.350521,92.47302,0.6788608,-4.946805,17.05729,0.0, -0.7, 0.0, 0.7,0,43.43767,0,0,69.25788,1,0,0
30.10783,3,2.299187,94.77221,-1.620317,-4.946816,17.05085,0.0, -0.7, 0.0, 0.7,0,45.73685,0,0,68.51812,1,0,0
30.61448,3,2.222093,96.9943,-3.842321,-4.946822,17.03097,0.0, -0.7, 0.0, 0.8,0,47.95895,0,0,67.80149,1,0,0
31.1072,3,2.337562,99.33186,-6.179883,-4.946816,17.03066,0.0, -0.6, 0.0, 0.8,0,50.29651,0,0,67.05022,1,0,0
31.62,3,2.42155,101.7534,-8.601411,-4.946806,17.04103,0.0, -0.7, 0.0, 0.8,0,52.71806,0,0,66.27375,1,0,0
32.10784,3,2.285898,104.0393,-10.88718,-4.946803,17.01656,0.0, -0.6, 0.0, 0.8,0,55.00396,0,0,65.53798,1,0,0
32.61557,3,2.266711,106.306,-13.08569,-4.947227,17.5684,0.0, 0.1, 0.0, 1.0,0,57.27067,0,0,64.80796,1,0,0
33.10727,3,2.048958,108.355,-11.70299,-4.947221,19.08048,0.0, -0.2, 0.0, 1.0,0,59.31963,0,0,64.14327,1,0,0
33.60131,3,1.616024,109.971,-13.28911,-4.94722,18.771,0.0, -0.8, 0.0, 0.5,0,60.93565,0,0,63.60846,1,0,0
34.10762,3,0.5029933,110.474,-13.01486,-4.947216,18.34935,0.0, -1.0, 0.0, -0.1,0,61.43864,0,0,63.40757,1,0,0
34.60089,3,1.832239,112.3062,-14.12435,-4.947205,16.89123,0.0, -0.6, 0.0, 0.8,0,63.27088,0,0,62.8079,1,0,0
35.12,3,1.975798,114.282,-16.09435,-4.94721,17.04247,0.0, -0.7, 0.0, 0.7,0,65.24668,0,0,62.16516,1,0,0
35.61636,3,2.174928,116.4569,-18.26924,-4.947213,17.02973,0.0, -0.7, 0.0, 0.7,0,67.42161,0,0,61.46268,1,0,0
36.12,3,2.32446,118.7814,-20.5937,-4.947216,17.02637,0.0, -0.7, 0.0, 0.8,0,69.74607,0,0,60.71534,1,0,0
36.62,3,2.377478,121.1589,-22.97116,-4.94722,17.03601,0.0, -0.7, 0.0, 0.7,0,72.12355,0,0,59.9521,1,0,0
37.12,3,2.099528,123.2584,-25.06881,-4.947212,17.12487,0.0, -0.8, 0.0, 0.6,0,74.22308,0,0,59.27224,1,0,0
37.61483,3,2.236151,125.4946,-25.75209,-4.947221,14.99567,0.0, -0.9, 0.0, 0.5,0,76.45923,0,0,58.5514,1,0,0
38.10709,3,2.324683,127.8193,-28.07335,-4.947208,14.86968,0.0, -0.7, 0.0, 0.7,0,78.78391,0,0,57.80399,1,0,0
38.61336,3,2.010949,129.8302,-29.68523,-4.946861,16.07208,0.0, -0.3, 0.0, 1.0,0,80.79486,0,0,57.15071,1,0,0
39.12,3,0.8649399,130.6951,-29.62124,-4.946853,16.93465,0.0, -0.5, 0.0, 0.8,0,81.6598,0,0,56.84123,1,0,0
39.61373,3,1.298198,131.9933,-30.61605,-4.947202,17.76872,0.0, 0.0, 0.0, 1.0,0,82.95799,0,0,56.40177,1,0,0
40.12,3,2.154881,134.1482,-29.7924,-4.947194,19.75998,0.0, 0.0, 0.0, 1.0,0,85.11288,0,0,55.70531,1,0,0
40.60011,3,1.818744,135.967,-29.72502,-4.947201,21.57747,0.0, -0.1, 0.0, 1.0,0,86.93162,0,0,55.10968,1,0,0
41.12,3,2.55062,138.5176,-29.7563,-4.947207,24.1279,0.0, 0.0, 0.0, 1.0,0,89.48224,0,0,54.2945,1,0,0
41.61209,3,1.87966,140.3972,-29.7514,-4.947207,26.00755,0.0, 0.0, 0.0, 1.0,0,91.3619,0,0,53.6806,1,0,0
42.12,3,0.8405814,141.2378,-30.58436,-4.947218,26.12049,0.0, -0.2, 0.0, 1.0,0,92.20248,0,0,53.37843,1,0,0
42.62,3,0.7320115,141.9698,-29.85316,-4.947213,26.08593,0.0, 0.0, 0.0, 1.0,0,92.93449,0,0,53.10882,1,0,0
43.10796,3,1.341538,143.3114,-31.01235,-4.94729,26.76122,0.0, 0.4, 0.0, 0.9,0,94.27603,0,0,52.65636,1,0,0
43.61511,3,1.652825,144.9642,-29.39599,-4.947287,27.1065,0.0, 0.6, 0.0, 0.8,0,95.92886,0,0,52.11052,1,0,0
44.12,3,2.192129,147.1563,-27.218,-4.947296,27.3551,0.0, 0.9, 0.0, 0.4,0,98.12099,0,0,51.40288,1,0,0
44.6132,3,0.9244713,148.0808,-27.8754,-4.946971,26.70512,0.0, 1.0, 0.0, 0.1,0,99.04546,0,0,51.07554,1,0,0
45.12,3,2.43748,150.5183,-28.08385,-4.590488,24.30287,0.0, 1.0, 0.0, 0.1,0,101.4829,0,0,50.2943,1,0,0
45.60073,3,1.673326,152.1916,-26.64638,-4.946957,23.524,0.0, 0.1, 0.0, 1.0,0,103.1563,0,0,49.7423,1,0,0
46.12,3,2.210494,154.4021,-27.91175,-4.946956,25.33649,0.0, 0.0, 0.0, 1.0,0,105.3668,0,0,49.02915,1,0,0
46.60146,3,1.129591,155.5317,-27.00685,-4.946951,26.0126,0.0, -0.3, 0.0, 1.0,0,106.4963,0,0,48.64027,1,0,0
47.12,3,1.3269,156.8586,-27.42049,-4.947277,27.27338,0.0, -0.1, 0.0, 1.0,0,107.8232,0,0,48.1922,1,0,0
47.61378,3,1.591893,158.4505,-28.65843,-4.947268,28.2742,0.0, -0.7, 0.0, 0.8,0,109.4151,0,0,47.66463,1,0,0
48.12,3,2.568117,161.0186,-31.19925,-4.947261,27.90079,0.0, -0.6, 0.0, 0.8,0,111.9833,0,0,46.8442,1,0,0
48.62,3,1.063236,162.0818,-32.14443,-4.94727,28.38773,0.0, -0.1, 0.0, 1.0,0,113.0465,0,0,46.47523,1,0,0
49.12,3,2.489553,164.5714,-31.74768,-4.947255,30.84546,0.0, 0.0, 0.0, 1.0,0,115.536,0,0,45.67837,1,0,0
49.62,3,2.497815,167.0692,-31.09563,-4.947247,33.25667,0.0, 0.0, 0.0, 1.0,0,118.0339,0,0,44.87902,1,0,0
