Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
0.1194781,1,0,0,2.216678,-4.944368,-40.96589,0.0, 0.1, 0.0, -1.0,0,0,0,0,99.95,1,1,0000000000
0.6141118,1,4.699992E-05,4.699992E-05,2.216675,-4.944412,-40.9659,0.0, 0.1, 0.0, -1.0,0,4.699992E-05,0,0,99.89998,1,0,0000000000
1.12,1,0.008432259,0.008479259,2.22506,-4.94439,-40.96679,0.0, 0.1, 0.0, -1.0,0,0.008479259,0,0,99.84744,1,0,0000000000
1.600672,1,1.116477,1.124956,3.295661,-4.944402,-40.65003,0.0, 0.2, 0.0, -1.0,0,1.124956,0,0,99.46249,1,0,0000000000
2.12,1,0.3198107,1.444767,3.335086,-4.944415,-40.9674,0.0, 0.2, 0.0, -1.0,0,1.444767,0,0,99.31655,1,0,0000000000
2.613385,1,0.5843524,2.029119,3.573097,-4.944407,-41.50108,0.0, 0.9, 0.0, -0.5,0,2.029119,0,0,99.09124,1,0,0000000000
3.108061,1,0.3052655,2.334384,3.269897,-4.944403,-41.53654,0.0, 0.3, 0.0, -1.0,0,2.334384,0,0,98.94965,1,0,0000000000
3.614732,1,2.236584,4.570969,2.440296,-4.944411,-39.45951,0.0, 0.8, 0.0, -0.6,0,4.570969,0,0,98.22868,1,0,0000000000
4.106837,1,1.92881,6.499778,0.6372467,-4.944417,-38.77444,0.0, 0.2, 0.0, -1.0,0,6.499778,0,0,97.60003,1,0,0000000000
4.613692,1,2.242206,8.741983,-1.407818,-4.94441,-37.85509,0.0, 0.4, 0.0, -0.9,0,8.741983,0,0,96.87737,1,0,0000000000
5.12,1,0.852552,9.594536,-2.062024,-4.944407,-37.30841,0.0, -0.7, 0.0, -0.7,0,9.594536,0,0,96.57159,1,0,0000000000
5.600426,1,2.286724,11.88126,-0.1943226,-4.944409,-38.6278,0.0, -0.7, 0.0, -0.7,0,11.88126,0,0,95.83557,1,0,0000000000
6.106938,1,2.300128,14.18139,2.098434,-4.9444,-38.44381,0.0, -0.3, 0.0, -1.0,0,14.18139,0,0,95.09553,1,0,0000000000
6.614598,1,1.094921,15.27631,1.912517,-4.944403,-37.36479,0.0, 0.0, 0.0, -1.0,0,15.27631,0,0,94.71705,1,0,0000000000
7.107363,1,1.97846,17.25477,3.140317,-4.948331,-35.8134,0.0, -0.1, 0.0, -1.0,0,17.25477,0,0,94.07351,1,0,0000000000
7.614697,1,1.697066,18.95184,3.237216,-4.948334,-34.11911,0.0, 0.0, 0.0, -1.0,0,18.95184,0,0,93.51439,1,0,0000000000
8.106641,1,2.115331,21.06717,2.009449,-4.948329,-32.39655,0.0, 0.4, 0.0, -0.9,0,21.06717,0,0,92.82979,1,0,0000000000
8.614334,1,1.472375,22.53954,0.8950906,-4.948313,-31.43421,0.0, 0.0, 0.0, -1.0,0,22.53954,0,0,92.33807,1,0,0000000000
9.119809,1,2.320096,24.85964,1.284664,-4.948289,-29.14705,0.0, -0.1, 0.0, -1.0,0,24.85964,0,0,91.59204,1,0,0000000000
9.613809,1,1.609205,26.46885,2.764375,-4.948288,-28.5146,0.0, 0.1, 0.0, -1.0,0,26.46885,0,0,91.05927,1,2,0000000000
10.12,2,0.07367834,26.54252,2.822204,-4.948257,-28.46894,0.0, -0.1, 0.0, -1.0,0,0.07367834,0,0,90.98717,1,1,0
10.61537,2,1.41519,27.95771,1.860179,-4.94825,-27.43103,0.0, 0.0, 0.0, -1.0,0,1.488868,0,0,90.5126,1,0,0
11.10758,2,2.348319,30.30603,1.957933,-4.948239,-25.08475,0.0, 0.0, 0.0, -1.0,0,3.837187,0,0,89.7581,1,0,0
11.60069,2,0.8629933,31.16903,2.04465,-4.948256,-24.22612,0.0, -0.3, 0.0, -1.0,0,4.70018,0,0,89.4492,1,0,0
12.12,2,1.762689,32.93171,3.204616,-4.948244,-22.89889,0.0, 0.0, 0.0, -1.0,0,6.462869,0,0,88.87039,1,0,0
