Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
4.46,1,0,0,-54.14398,-4.962279,17.14998,0.0, -1.0, 0.1, 0.0,0,0,0,0,99.96,1,1,0000000000
4.948069,1,0.0004846657,0.0004846657,-54.14428,-4.962641,17.14987,0.0, -1.0, 0.1, 0.0,0,0.0004846657,0,0,99.9199,1,0,0000000000
5.441486,1,0.2783013,0.2787859,-54.12971,-4.962365,16.87195,0.0, -1.0, 0.1, 0.0,0,0.2787859,0,0,99.82423,1,0,0000000000
5.948308,1,1.024327,1.303113,-54.62961,-4.944023,15.97807,0.0, -1.0, 0.1, 0.0,0,1.303113,0,0,99.57937,1,0,0000000000
6.44122,1,2.340738,3.643851,-56.40922,-4.958957,14.4576,0.0, -1.0, 0.1, 0.0,0,3.643851,0,0,99.07122,1,0,0000000000
6.96,1,2.226107,5.869957,-56.80193,-4.959505,12.26641,0.0, -1.0, 0.1, 0.0,0,5.869957,0,0,98.586,1,0,0000000000
7.441801,1,1.597233,7.46719,-56.78899,-4.959228,10.66923,0.0, -1.0, 0.1, 0.0,0,7.46719,0,0,98.22655,1,0,0000000000
7.948075,1,0.7935677,8.260758,-56.78867,-4.95916,9.875659,0.0, -1.0, 0.1, 0.0,0,8.260758,0,0,98.02783,1,0,0000000000
8.454711,1,0.964799,9.225557,-56.86707,-4.958755,8.914051,0.0, -1.0, 0.1, 0.0,0,9.225557,0,0,97.79487,1,0,0000000000
8.947767,1,0.6954473,9.921004,-56.72453,-4.958976,8.233369,0.1, -0.9, 0.1, 0.5,0,9.921004,0,0,97.61578,1,0,0000000000
9.454914,1,2.021882,11.94289,-58.67363,-4.95935,8.77094,0.1, -0.9, 0.1, 0.4,0,11.94289,0,0,97.1714,1,0,0000000000
9.96,1,1.310065,13.25295,-59.97873,-4.959376,8.884978,0.0, -1.0, 0.1, 0.1,0,13.25295,0,0,96.86938,1,0,0000000000
10.44117,1,1.499592,14.75254,-60.43361,-4.959532,7.456041,0.0, -1.0, 0.1, 0.1,0,14.75254,0,0,96.52946,1,0,0000000000
10.96,1,0.5944735,15.34702,-60.53328,-4.959474,6.869984,0.0, -1.0, 0.1, 0.0,0,15.34702,0,0,96.37057,1,0,0000000000
11.455,1,0.6163822,15.9634,-60.63964,-4.959763,6.262847,0.0, -1.0, 0.1, 0.0,0,15.9634,0,0,96.20729,1,0,0000000000
11.96,1,0.1827639,16.14616,-60.68412,-4.959424,6.085578,0.0, -1.0, 0.1, 0.0,0,16.14616,0,0,96.13074,1,0,0000000000
12.44104,1,1.271397,17.41756,-60.77906,-4.959953,4.81773,0.0, -1.0, 0.1, 0.0,0,17.41756,0,0,95.83646,1,0,0000000000
12.96,1,0.1361292,17.55369,-60.91382,-4.960306,4.798488,0.0, -1.0, 0.1, -0.2,0,17.55369,0,0,95.76923,1,0,0000000000
13.45466,1,2.026411,19.5801,-60.57171,-4.960391,6.795812,0.0, -1.0, 0.1, -0.1,0,19.5801,0,0,95.32394,1,0,0000000000
13.94803,1,1.846211,21.42631,-60.20862,-4.960476,8.605966,0.0, -1.0, 0.1, -0.2,0,21.42631,0,0,94.9147,1,0,0000000000
14.45525,1,1.348368,22.77468,-59.16173,-4.960925,7.756191,0.0, -1.0, 0.1, -0.2,0,22.77468,0,0,94.60503,1,0,0000000000
14.94821,1,1.763619,24.5383,-57.42445,-4.960679,7.45254,0.0, -1.0, 0.1, -0.3,0,24.5383,0,0,94.2123,1,0,0000000000
15.45506,1,1.485809,26.02411,-55.94272,-4.961098,7.342431,0.0, -0.9, 0.1, -0.4,0,26.02411,0,0,93.87514,1,0,0000000000
15.96,1,2.289142,28.31325,-54.43305,-4.96116,5.621656,0.0, -0.9, 0.1, -0.4,0,28.31325,0,0,93.37731,1,0,0000000000
16.44133,1,1.595664,29.90891,-53.20161,-4.961406,4.606912,-0.1, -0.9, 0.1, -0.5,0,29.90891,0,0,93.01818,1,0,0000000000
16.94818,1,1.793127,31.70204,-51.6382,-4.96105,3.728826,-0.1, -0.8, 0.1, -0.6,0,31.70204,0,0,92.61955,1,0,0000000000
17.45466,1,1.997289,33.69933,-49.76329,-4.961406,3.040435,-0.1, -0.7, 0.1, -0.7,0,33.69933,0,0,92.18009,1,0,0000000000
17.96,1,0.753539,34.45287,-49.00987,-4.961214,3.053727,-0.1, -0.5, 0.1, -0.8,0,34.45287,0,0,91.98938,1,0,0000000000
18.44098,1,0.5418506,34.99472,-48.6,-4.961693,3.40814,-0.1, -0.5, 0.1, -0.8,0,34.99472,0,0,91.84101,1,0,0000000000
18.949,1,0.846782,35.8415,-48.93585,-4.96161,4.18547,-0.1, -0.7, 0.1, -0.7,0,35.8415,0,0,91.63165,1,0,0000000000
19.45444,1,0.3825483,36.22405,-48.60948,-4.772193,4.248296,-0.1, -0.7, 0.1, -0.7,0,36.22405,0,0,91.51514,1,0,0000000000
19.96,1,0.4590883,36.68314,-48.22651,-4.947878,4.066016,-0.1, -0.7, 0.1, -0.7,0,36.68314,0,0,91.38332,1,0,0000000000
20.44101,1,2.298517,38.98166,-45.92799,-4.950756,4.070328,-0.1, -0.7, 0.1, -0.7,0,38.98166,0,0,90.88362,1,0,0000000000
20.96,1,2.117562,41.09922,-43.91074,-4.951138,4.71433,-0.1, -0.7, 0.1, -0.7,0,41.09922,0,0,90.4201,1,0,0000000000
21.44116,1,2.298157,43.39738,-41.6266,-4.951423,4.96779,-0.1, -0.7, 0.1, -0.7,0,43.39738,0,0,89.92047,1,0,0000000000
21.94763,1,2.201545,45.59892,-39.42894,-4.951672,5.098482,-0.1, -0.8, 0.1, -0.6,0,45.59892,0,0,89.44016,1,0,0000000000
22.45533,1,1.314098,46.91302,-39.3369,-4.951485,3.787611,-0.1, -0.8, 0.1, -0.6,0,46.91302,0,0,89.13734,1,0,0000000000
22.96,1,0.507246,47.42027,-39.36898,-4.95182,4.293842,-0.1, -0.7, 0.1, -0.7,0,47.42027,0,0,88.9959,1,0,0000000000
23.45422,1,0.9569093,48.37717,-38.43404,-4.95129,4.08994,-0.1, -0.7, 0.1, -0.7,0,48.37717,0,0,88.76451,1,0,0000000000
23.96,1,0.1790231,48.5562,-38.26096,-4.94945,4.044249,-0.1, -0.3, 0.0, -0.9,0,48.5562,0,0,88.68871,1,0,0000000000
24.45499,1,1.961107,50.51731,-37.12675,-4.950468,5.644099,-0.1, -0.1, 0.0, -1.0,0,50.51731,0,0,88.25648,1,0,0000000000
24.94771,1,2.020547,52.53785,-38.05311,-4.949529,7.43978,-0.1, -0.1, 0.0, -1.0,0,52.53785,0,0,87.81238,1,0,0000000000
25.45432,1,2.332712,54.87057,-37.80161,-4.949267,9.758894,-0.1, -0.1, 0.0, -1.0,0,54.87057,0,0,87.30583,1,0,0000000000
25.94773,1,1.889871,56.76044,-38.2383,-4.949939,11.59762,-0.1, -0.1, 0.0, -1.0,0,56.76044,0,0,86.88786,1,0,0000000000
26.44098,1,2.462596,59.22303,-37.33897,-4.95011,13.89013,-0.1, -0.1, 0.0, -1.0,0,59.22303,0,0,86.35534,1,0,0000000000
26.96,1,2.539632,61.76266,-37.55971,-4.950461,16.42015,-0.1, -0.1, 0.0, -1.0,0,61.76266,0,0,85.80741,1,0,0000000000
27.44117,1,0.7307347,62.4934,-37.74044,-4.951683,17.12818,-0.1, -0.7, 0.1, -0.7,0,62.4934,0,0,85.62126,1,0,0000000000
27.94898,1,2.336667,64.83007,-35.40377,-4.952133,17.1296,-0.1, -0.8, 0.1, -0.6,0,64.83007,0,0,85.11393,1,0,0000000000
28.45432,1,2.0719,66.90197,-33.33237,-4.951536,17.17495,-0.1, -0.7, 0.1, -0.7,0,66.90197,0,0,84.65955,1,0,0000000000
28.96,1,1.016612,67.91858,-32.31583,-4.950373,17.18694,-0.1, -0.7, 0.1, -0.7,0,67.91858,0,0,84.41622,1,0,0000000000
29.45431,1,1.191188,69.10976,-31.22414,-4.950035,16.71034,-0.1, -0.2, 0.0, -1.0,0,69.10976,0,0,84.13799,1,0,0000000000
29.94848,1,1.094118,70.20388,-31.37661,-4.950963,17.79378,-0.1, -0.2, 0.0, -1.0,0,70.20388,0,0,83.87916,1,0,0000000000
30.45422,1,1.290901,71.49478,-31.88667,-4.951133,18.97964,-0.1, -0.1, 0.0, -1.0,0,71.49478,0,0,83.58098,1,0,0000000000
30.94765,1,2.36941,73.86419,-31.80479,-4.950942,21.34763,-0.1, -0.1, 0.0, -1.0,0,73.86419,0,0,83.06709,1,0,0000000000
31.45453,1,2.439845,76.30403,-31.41236,-4.950488,23.75571,-0.1, -0.1, 0.0, -1.0,0,76.30403,0,0,82.53912,1,0,0000000000
31.96,1,2.333019,78.63705,-32.15268,-4.950918,25.96816,-0.1, -0.1, 0.0, -1.0,0,78.63705,0,0,82.03252,1,0,0000000000
32.44087,1,1.002548,79.6396,-31.16297,-4.950919,26.1281,-0.1, -0.1, 0.0, -1.0,0,79.6396,0,0,81.79201,1,0,0000000000
32.96,1,2.572054,82.21165,-30.26705,-4.950593,28.53907,-0.1, -0.1, 0.0, -1.0,0,82.21165,0,0,81.23759,1,0,0000000000
33.4543,1,2.043087,84.25473,-31.5564,-4.950338,30.12394,-0.1, -0.8, 0.1, -0.6,0,84.25473,0,0,80.78898,1,0,0000000000
33.96,1,1.926542,86.18127,-29.78241,-4.950574,29.37258,-0.1, -0.7, 0.1, -0.7,0,86.18127,0,0,80.36367,1,0,0000000000
34.44112,1,1.993413,88.17469,-28.60632,-4.950637,30.98209,-0.1, -0.6, 0.1, -0.8,0,88.17469,0,0,79.92499,1,0,0000000000
34.96,1,1.378839,89.55353,-27.65123,-4.95077,31.97657,-0.1, -0.7, 0.1, -0.7,0,89.55353,0,0,79.60922,1,0,0000000000
35.45433,1,1.399673,90.9532,-26.27727,-4.950411,31.70951,-0.1, -0.7, 0.1, -0.7,0,90.9532,0,0,79.28928,1,0,0000000000
