timestamp,callout_type,response_time,success
194.1329,ladder,0.1206818,False
194.1992,ladder,0.1869812,False
206.0121,ladder,11.99988,False
216.0254,ladder,22.01324,False
251.0119,ladder,56.99977,False
251.052,ladder,57.03978,False
251.0918,ladder,57.07962,False
251.1455,ladder,57.13333,False
251.1986,ladder,57.18645,False
251.2385,ladder,57.22635,False
251.292,ladder,57.27985,False
251.3462,ladder,57.33403,False
251.3988,ladder,57.38666,False
251.4252,ladder,57.41306,False
251.4654,ladder,57.4532,False
251.5054,ladder,57.49327,False
251.5587,ladder,57.54649,False
251.5986,ladder,57.58638,False
251.6386,ladder,57.62643,False
251.6655,ladder,57.65337,False
251.7052,ladder,57.69307,False
251.7451,ladder,57.73289,False
251.7718,ladder,57.75961,False
251.8119,ladder,57.7997,False
251.8386,ladder,57.82642,False
251.8795,ladder,57.86732,False
251.9185,ladder,57.90634,False
251.9722,ladder,57.96007,False
252.0119,ladder,57.99973,False
252.0387,ladder,58.0265,False
252.0654,ladder,58.05324,False
252.1051,ladder,58.0929,False
252.1457,ladder,58.13348,False
252.1992,ladder,58.187,False
252.2524,ladder,58.24019,False
252.2921,ladder,58.27992,False
252.3453,ladder,58.33311,False
252.3991,ladder,58.38695,False
252.4252,ladder,58.41301,False
252.4519,ladder,58.43976,False
252.4788,ladder,58.46661,False
252.5191,ladder,58.5069,False
252.559,ladder,58.5468,False
252.599,ladder,58.58682,False
252.6253,ladder,58.61313,False
252.6659,ladder,58.65375,False
252.6918,ladder,58.67967,False
252.7187,ladder,58.70653,False
252.7451,ladder,58.73294,False
252.7854,ladder,58.77319,False
252.8253,ladder,58.81316,False
252.8653,ladder,58.85313,False
252.9186,ladder,58.90646,False
252.972,ladder,58.95979,False
253.0254,ladder,59.01321,False
253.0793,ladder,59.06715,False
253.1326,ladder,59.12047,False
253.1853,ladder,59.17317,False
253.2387,ladder,59.2265,False
253.2919,ladder,59.27971,False
253.3461,ladder,59.33388,False
253.3988,ladder,59.38658,False
253.4519,ladder,59.43976,False
253.5055,ladder,59.49336,False
253.5586,ladder,59.54645,False
253.5987,ladder,59.5865,False
253.6388,ladder,59.6266,False
253.692,ladder,59.67981,False
253.7458,ladder,59.73364,False
253.7985,ladder,59.78635,False
253.8386,ladder,59.82639,False
253.8921,ladder,59.8799,False
253.9452,ladder,59.93304,False
253.9852,ladder,59.97302,False
254.0251,ladder,60.01297,False
254.0652,ladder,60.05302,False
254.119,ladder,60.10684,False
254.1722,ladder,60.16006,False
254.2259,ladder,60.21368,False
254.2791,ladder,60.26692,False
254.3186,ladder,60.30643,False
254.3725,ladder,60.36031,False
254.3725,ladder,60.36031,True
254.4788,ladder,60.46661,False
254.5319,ladder,60.5197,False
254.5854,ladder,60.57321,False
254.6252,ladder,60.61301,False
254.6653,ladder,60.65311,False
254.7186,ladder,60.70639,False
254.7719,ladder,60.75974,False
254.8256,ladder,60.81346,False
254.8786,ladder,60.86646,False
254.9188,ladder,60.9066,False
254.9719,ladder,60.95969,False
255.0254,ladder,61.01323,False
255.0786,ladder,61.06639,False
255.1319,ladder,61.11977,False
255.1856,ladder,61.17346,False
255.2384,ladder,61.22627,False
255.2651,ladder,61.25291,False
255.3051,ladder,61.29291,False
255.3319,ladder,61.31976,False
255.372,ladder,61.35986,False
255.4118,ladder,61.39964,False
255.4516,ladder,61.43945,False
255.5053,ladder,61.49309,False
255.5587,ladder,61.54654,False
255.6122,ladder,61.60001,False
255.6655,ladder,61.65337,False
255.7188,ladder,61.70657,False
255.7719,ladder,61.75972,False
255.8261,ladder,61.81396,False
255.879,ladder,61.86687,False
255.933,ladder,61.92078,False
255.9859,ladder,61.97371,False
256.0396,ladder,62.02737,False
256.0934,ladder,62.08124,False
256.1464,ladder,62.13422,False
256.1993,ladder,62.18716,False
256.2536,ladder,62.24139,False
256.2933,ladder,62.28116,False
256.3338,ladder,62.32166,False
256.3862,ladder,62.37399,False
256.426,ladder,62.41379,False
256.4802,ladder,62.46802,False
256.5198,ladder,62.5076,False
256.5586,ladder,62.54645,False
256.6118,ladder,62.59964,False
256.6655,ladder,62.65329,False
256.719,ladder,62.70682,False
256.7721,ladder,62.75989,False
256.8126,ladder,62.80042,False
256.8658,ladder,62.85364,False
256.9187,ladder,62.90649,False
256.9452,ladder,62.93298,False
256.9854,ladder,62.97321,False
257.0118,ladder,62.99963,False
257.0518,ladder,63.03964,False
257.0918,ladder,63.07962,False
257.1453,ladder,63.13309,False
257.1987,ladder,63.18652,False
257.2251,ladder,63.21295,False
257.2524,ladder,63.24026,False
257.2783,ladder,63.26614,False
257.305,ladder,63.29282,False
257.3328,ladder,63.32062,False
257.3584,ladder,63.34625,False
257.3853,ladder,63.37317,False
257.4124,ladder,63.40018,False
257.4517,ladder,63.43951,False
257.4785,ladder,63.46631,False
257.5187,ladder,63.50656,False
257.5719,ladder,63.55975,False
257.6258,ladder,63.61365,False
257.6784,ladder,63.66626,False
257.7319,ladder,63.71973,False
257.7852,ladder,63.77307,False
257.8388,ladder,63.8266,False
257.8787,ladder,63.86652,False
257.9332,ladder,63.92099,False
257.9857,ladder,63.97351,False
258.0394,ladder,64.02719,False
258.093,ladder,64.08084,False
258.1455,ladder,64.1333,False
258.1856,ladder,64.1734,False
258.2121,ladder,64.19989,False
258.2389,ladder,64.22675,False
258.266,ladder,64.25378,False
258.3192,ladder,64.30707,False
258.3585,ladder,64.34631,False
258.4119,ladder,64.39972,False
258.4654,ladder,64.45325,False
258.5186,ladder,64.50647,False
258.5719,ladder,64.55969,False
258.6259,ladder,64.61368,False
258.6654,ladder,64.6532,False
258.7185,ladder,64.70636,False
258.7457,ladder,64.73355,False
258.7991,ladder,64.78696,False
258.8522,ladder,64.84003,False
258.9052,ladder,64.89301,False
258.9586,ladder,64.94644,False
259.0119,ladder,64.99969,False
259.0654,ladder,65.05325,False
259.1054,ladder,65.09323,False
259.1586,ladder,65.14645,False
259.2119,ladder,65.19968,False
259.2655,ladder,65.25336,False
259.3186,ladder,65.30646,False
259.372,ladder,65.35983,False
259.426,ladder,65.41385,False
259.479,ladder,65.46686,False
259.5319,ladder,65.51968,False
259.5718,ladder,65.5596,False
259.6255,ladder,65.61334,False
259.6656,ladder,65.65341,False
259.7187,ladder,65.70654,False
259.7719,ladder,65.75974,False
259.8252,ladder,65.81305,False
259.8653,ladder,65.85315,False
259.919,ladder,65.90683,False
259.919,ladder,65.90683,True
260.0269,ladder,66.01474,False
260.0798,ladder,66.06763,False
260.133,ladder,66.12082,False
260.1728,ladder,66.16064,False
260.1986,ladder,66.1864,False
260.2396,ladder,66.22739,False
260.2804,ladder,66.26819,False
260.2804,ladder,66.26819,True
260.386,ladder,66.37384,False
260.4398,ladder,66.42758,False
260.4925,ladder,66.48035,False
260.5458,ladder,66.53366,False
260.5995,ladder,66.58737,False
260.6531,ladder,66.64093,False
260.7054,ladder,66.69324,False
260.7587,ladder,66.74652,False
260.812,ladder,66.79984,False
260.8658,ladder,66.85361,False
260.9187,ladder,66.90652,False
260.945,ladder,66.93283,False
260.9987,ladder,66.98654,False
261.0256,ladder,67.01343,False
261.0787,ladder,67.06653,False
261.1185,ladder,67.10629,False
261.1726,ladder,67.1604,False
261.2253,ladder,67.21317,False
261.2786,ladder,67.26642,False
261.332,ladder,67.31979,False
261.3719,ladder,67.35974,False
261.4264,ladder,67.41425,False
261.4784,ladder,67.46625,False
261.532,ladder,67.51981,False
261.5861,ladder,67.57391,False
261.6249,ladder,67.61276,False
261.6785,ladder,67.66632,False
261.7319,ladder,67.7197,False
261.7723,ladder,67.76013,False
261.825,ladder,67.81287,False
261.8787,ladder,67.86649,False
261.9184,ladder,67.90625,False
261.9587,ladder,67.9465,False
261.9987,ladder,67.98657,False
262.0519,ladder,68.03976,False
262.1057,ladder,68.09354,False
262.1586,ladder,68.14639,False
262.2118,ladder,68.19965,False
262.2659,ladder,68.25369,False
262.3189,ladder,68.3067,False
262.3719,ladder,68.35977,False
262.4118,ladder,68.39966,False
262.4652,ladder,68.453,False
262.5052,ladder,68.49304,False
262.5585,ladder,68.5463,False
262.585,ladder,68.57281,False
262.6251,ladder,68.61292,False
262.6517,ladder,68.63953,False
262.6786,ladder,68.66638,False
262.705,ladder,68.69287,False
262.7584,ladder,68.74619,False
262.785,ladder,68.7728,False
262.8252,ladder,68.81302,False
262.8785,ladder,68.86636,False
262.9324,ladder,68.92026,False
262.9853,ladder,68.97314,False
263.0386,ladder,69.02643,False
263.0918,ladder,69.07965,False
263.1319,ladder,69.11972,False
263.1583,ladder,69.14612,False
263.1985,ladder,69.18631,False
263.2255,ladder,69.21335,False
263.2516,ladder,69.23944,False
263.2918,ladder,69.27963,False
263.3185,ladder,69.3063,False
263.3585,ladder,69.34628,False
263.4117,ladder,69.39957,False
263.4517,ladder,69.43954,False
263.5053,ladder,69.4931,False
263.5589,ladder,69.54669,False
263.6118,ladder,69.59967,False
263.6652,ladder,69.65298,False
263.7185,ladder,69.70636,False
263.7718,ladder,69.75964,False
263.8253,ladder,69.81314,False
263.8785,ladder,69.86633,False
263.9319,ladder,69.91971,False
263.9854,ladder,69.97327,False
264.0387,ladder,70.02649,False
264.0918,ladder,70.07962,False
264.1458,ladder,70.13364,False
264.1993,ladder,70.18713,False
264.252,ladder,70.23987,False
264.3065,ladder,70.29434,False
264.3585,ladder,70.34631,False
264.4119,ladder,70.39972,False
264.4659,ladder,70.4537,False
264.5186,ladder,70.50644,False
264.5719,ladder,70.55969,False
264.6255,ladder,70.61328,False
264.6786,ladder,70.66647,False
264.7052,ladder,70.69305,False
264.7588,ladder,70.74661,False
264.8119,ladder,70.79971,False
264.8518,ladder,70.83966,False
264.9053,ladder,70.89313,False
264.9589,ladder,70.94669,False
265.0119,ladder,70.99973,False
265.0653,ladder,71.0531,False
265.1187,ladder,71.10648,False
265.1721,ladder,71.15988,False
265.2254,ladder,71.21326,False
265.2785,ladder,71.26633,False
265.3187,ladder,71.30655,False
265.3719,ladder,71.35971,False
265.412,ladder,71.39978,False
265.4384,ladder,71.42621,False
265.4784,ladder,71.46625,False
265.505,ladder,71.49286,False
265.5319,ladder,71.51971,False
265.5585,ladder,71.54636,False
265.5851,ladder,71.57291,False
265.6387,ladder,71.62653,False
265.692,ladder,71.67981,False
265.7453,ladder,71.73312,False
265.7996,ladder,71.78738,False
265.8531,ladder,71.84094,False
265.9058,ladder,71.89362,False
265.959,ladder,71.94684,False
266.013,ladder,72.00079,False
266.067,ladder,72.05481,False
266.119,ladder,72.10684,False
266.1726,ladder,72.16043,False
266.2255,ladder,72.21329,False
266.2794,ladder,72.26727,False
266.3332,ladder,72.32098,False
266.3859,ladder,72.37369,False
266.4389,ladder,72.42676,False
266.4923,ladder,72.4801,False
266.5459,ladder,72.53369,False
266.5985,ladder,72.58633,False
266.6519,ladder,72.63977,False
266.7063,ladder,72.69412,False
266.7584,ladder,72.74622,False
266.7854,ladder,72.77325,False
266.812,ladder,72.79984,False
266.8654,ladder,72.85318,False
266.9194,ladder,72.90726,False
266.9583,ladder,72.94617,False
266.9852,ladder,72.97302,False
267.0383,ladder,73.02615,False
267.0917,ladder,73.07956,False
267.1463,ladder,73.13412,False
267.1985,ladder,73.18628,False
267.2517,ladder,73.23956,False
267.3053,ladder,73.29315,False
267.3586,ladder,73.34644,False
267.3986,ladder,73.38641,False
267.4525,ladder,73.44037,False
267.492,ladder,73.47983,False
267.5451,ladder,73.5329,False
267.585,ladder,73.57285,False
267.6119,ladder,73.59976,False
267.6654,ladder,73.65323,False
267.7184,ladder,73.70624,False
267.7717,ladder,73.75952,False
267.8253,ladder,73.81314,False
267.8789,ladder,73.86673,False
267.9321,ladder,73.91989,False
267.9853,ladder,73.97311,False
268.0252,ladder,74.013,False
268.0653,ladder,74.05316,False
268.1187,ladder,74.10657,False
268.1452,ladder,74.13303,False
268.1721,ladder,74.15991,False
268.1984,ladder,74.18619,False
268.2384,ladder,74.22623,False
268.2919,ladder,74.27975,False
268.3455,ladder,74.33334,False
268.3985,ladder,74.38635,False
268.4519,ladder,74.43973,False
268.506,ladder,74.4938,False
268.545,ladder,74.53281,False
268.5989,ladder,74.58676,False
268.6523,ladder,74.64008,False
268.7052,ladder,74.69299,False
268.7583,ladder,74.74615,False
