Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
188.18,1,0,0,-28.74521,-4.974636,-43.12225,-0.1, 0.0, 0.0, -1.0,0,0,0,0,99.96,1,1,0000000000
188.6634,1,0.01054178,0.01054178,-28.73623,-4.975189,-43.12774,-0.1, 0.0, 0.0, -1.0,0,0.01054178,0,0,99.91789,1,0,0000000000
189.1703,1,0.1672222,0.177764,-28.57376,-4.978169,-43.16721,-0.1, 0.4, -0.1, -0.9,0,0.177764,0,0,99.84444,1,0,0000000000
189.6633,1,0.1233454,0.3011094,-28.69561,-4.977097,-43.14811,-0.1, 0.1, 0.0, -1.0,0,0.3011094,0,0,99.77978,1,0,0000000000
190.1702,1,0.5013168,0.8024262,-28.66788,-4.977036,-42.64756,-0.1, -1.0, 0.1, -0.3,0,0.8024262,0,0,99.63951,1,0,0000000000
190.6768,1,0.1774613,0.9798875,-28.8161,-4.976986,-42.74515,-0.1, -0.8, 0.1, -0.7,0,0.9798875,0,0,99.56402,1,0,0000000000
191.17,1,1.313092,2.292979,-27.52923,-4.971079,-43.0062,-0.1, -0.9, 0.1, -0.5,0,2.292979,0,0,99.2614,1,0,0000000000
191.6768,1,1.763442,4.056421,-26.09393,-4.972186,-44.03072,0.0, -1.0, 0.1, -0.2,0,4.056421,0,0,98.86871,1,0,0000000000
192.18,1,0.1993037,4.255725,-25.90796,-4.972764,-44.10239,0.0, -1.0, 0.1, 0.2,0,4.255725,0,0,98.78884,1,0,0000000000
192.6638,1,1.047139,5.302864,-26.02638,-4.972999,-45.14281,0.0, -1.0, 0.1, 0.0,0,5.302864,0,0,98.53941,1,0,0000000000
193.18,1,0.699217,6.00208,-26.70131,-4.973567,-45.32549,0.0, -0.9, 0.1, -0.3,0,6.00208,0,0,98.35957,1,0,0000000000
193.6633,1,0.9416019,6.943682,-25.81107,-4.960299,-45.63193,0.0, -1.0, 0.1, -0.1,0,6.943682,0,0,98.13124,1,0,0000000000
194.18,1,1.228401,8.172083,-25.92869,-4.974102,-46.85461,0.0, -1.0, 0.1, 0.2,0,8.172083,0,0,97.84556,1,0,0000000000
194.6633,1,1.799732,9.971815,-26.97293,-4.974517,-48.32042,0.1, -0.4, 0.1, 0.9,0,9.971815,0,0,97.44561,1,0,0000000000
195.1709,1,0.02747216,9.999288,-26.99493,-4.973692,-48.33685,0.1, -0.4, 0.1, 0.9,0,9.999288,0,0,97.40012,1,0,0000000000
195.6768,1,0.8770424,10.87633,-27.47218,-4.961495,-47.60113,0.1, -0.8, 0.1, 0.5,0,10.87633,0,0,97.18471,1,0,0000000000
196.1701,1,0.9884912,11.86482,-28.45669,-4.961975,-47.6898,0.1, 0.1, 0.0, 1.0,0,11.86482,0,0,96.94701,1,0,0000000000
196.6768,1,0.472329,12.33715,-28.17057,-4.95238,-47.31411,0.0, -0.9, 0.1, 0.4,0,12.33715,0,0,96.81254,1,0,0000000000
197.18,1,0.4780228,12.81517,-28.64813,-4.95354,-47.29303,-0.1, -0.7, 0.0, -0.7,0,12.81517,0,0,96.67693,1,0,0000000000
197.6632,1,0.100959,12.91613,-28.57423,-4.95728,-47.22435,-0.1, -0.8, 0.1, -0.5,0,12.91613,0,0,96.61674,1,0,0000000000
198.18,1,0.8062683,13.7224,-27.77873,-4.957974,-47.35569,-0.1, -0.7, 0.1, -0.7,0,13.7224,0,0,96.41548,1,0,0000000000
198.6767,1,1.964952,15.68735,-26.27867,-4.970541,-48.62483,0.0, -1.0, 0.1, 0.3,0,15.68735,0,0,95.98249,1,0,0000000000
199.18,1,0.771651,16.459,-26.21837,-4.971159,-49.39412,0.0, -1.0, 0.1, 0.0,0,16.459,0,0,95.78816,1,0,0000000000
199.6634,1,1.395009,17.85401,-27.3981,-4.972191,-50.13863,-0.1, -0.6, 0.1, -0.8,0,17.85401,0,0,95.46916,1,0,0000000000
200.1701,1,1.572468,19.42648,-26.30942,-4.971155,-49.00398,-0.1, -0.9, 0.1, -0.5,0,19.42648,0,0,95.11467,1,0,0000000000
200.68,1,2.075068,21.50155,-24.49304,-4.970999,-48.00065,0.0, -1.0, 0.1, -0.1,0,21.50155,0,0,94.65965,1,0,0000000000
201.17,1,0.1967233,21.69827,-24.68974,-4.969203,-48.00316,-0.1, -0.9, 0.1, -0.4,0,21.69827,0,0,94.58031,1,0,0000000000
201.6768,1,0.1747314,21.873,-24.82484,-4.969125,-48.11397,-0.1, -0.7, 0.1, -0.7,0,21.873,0,0,94.50536,1,0,0000000000
202.18,1,0.03679179,21.90979,-24.84138,-4.967744,-48.1468,-0.1, -0.6, 0.0, -0.8,0,21.90979,0,0,94.45801,1,0,0000000000
202.6632,1,0.286478,22.19627,-24.79724,-4.969632,-48.42985,-0.1, -0.1, 0.0, -1.0,0,22.19627,0,0,94.36071,1,0,0000000000
