Timestamp,Current Phase,Distance Change,Total Distance Traveled,Position X,Position Y,Position Z,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Total Steps Idle,Phase Distance Traveled,Phase Steps Idle,Distance from Target,Air Level, Mobility,Key Frame,Targets
17.62,0,0.06074645,45.90776,-16.01852,-10.24805,-1.243612,-0.1, 0.4, 0.0, -0.9,0,45.90776,0,0,84.42757,1,0
18.10376,0,0.5692399,46.477,-16.58555,-10.24805,-1.293723,0.0, 1.0, 0.0, 0.0,0,46.477,0,0,84.2068,1,0
18.61033,0,0.1433276,46.62033,-16.61389,-10.24806,-1.434222,0.0, 1.0, -0.1, 0.2,0,46.62033,0,0,84.1138,1,0
19.12,0,0.005698778,46.62603,-16.61394,-10.24806,-1.428523,0.0, 1.0, -0.1, 0.2,0,46.62603,0,0,84.06209,1,0
19.61055,0,2.757422E-05,46.62605,-16.61391,-10.24805,-1.428512,0.0, 1.0, -0.1, 0.2,0,46.62605,0,0,84.01208,1,0
20.11712,0,9.04185E-06,46.62606,-16.61391,-10.24805,-1.428507,0.0, 1.0, -0.1, 0.2,0,46.62606,0,0,83.96207,1,0
20.62,0,1.238917E-05,46.62607,-16.61392,-10.24805,-1.428511,0.0, 1.0, -0.1, 0.2,0,46.62607,0,0,83.91207,1,0
21.10371,0,0.0001185178,46.62619,-16.61403,-10.24805,-1.428548,0.0, 1.0, -0.1, 0.2,0,46.62619,0,0,83.86203,1,0
21.6102,0,9.576187E-05,46.62629,-16.61412,-10.24805,-1.428576,0.0, 1.0, -0.1, 0.2,0,46.62629,0,0,83.812,1,0
22.11711,0,9.833487E-05,46.62638,-16.61422,-10.24805,-1.428607,0.0, 1.0, -0.1, 0.2,0,46.62638,0,0,83.76196,1,0
22.62,0,3.144618E-05,46.62642,-16.61425,-10.24805,-1.428614,0.0, 1.0, -0.1, 0.2,0,46.62642,0,0,83.71195,1,0
23.10342,0,7.937047E-06,46.62642,-16.61425,-10.24805,-1.428615,0.0, 1.0, -0.1, 0.2,0,46.62642,0,0,83.66195,1,0
23.61044,0,3.423943E-05,46.62646,-16.61428,-10.24806,-1.428631,0.0, 1.0, -0.1, 0.2,0,46.62646,0,0,83.61194,1,0
24.10364,0,1.177942E-05,46.62647,-16.61429,-10.24806,-1.428638,0.0, 1.0, -0.1, 0.2,0,46.62647,0,0,83.56194,1,0
24.62,0,1.957357E-05,46.62649,-16.6143,-10.24807,-1.42865,0.0, 1.0, -0.1, 0.2,0,46.62649,0,0,83.51192,1,0
