timestamp,callout_type,response_time,success
30.02849,ladder,30.02849,False
42.03328,ladder,42.03328,False
55.0458,ladder,55.0458,False
65.00397,ladder,65.00397,False
100.0638,ladder,100.0638,False
100.1444,ladder,100.1444,False
100.2277,ladder,100.2277,False
100.3095,ladder,100.3095,False
100.3863,ladder,100.3863,False
100.4649,ladder,100.4649,False
100.544,ladder,100.544,False
100.6095,ladder,100.6095,False
100.6763,ladder,100.6763,False
100.7435,ladder,100.7435,False
100.8108,ladder,100.8108,False
100.8777,ladder,100.8777,False
100.9452,ladder,100.9452,False
101.0278,ladder,101.0278,False
101.1027,ladder,101.1027,False
101.1812,ladder,101.1812,False
101.2497,ladder,101.2497,False
101.343,ladder,101.343,False
101.4213,ladder,101.4213,False
101.5045,ladder,101.5045,False
101.5824,ladder,101.5824,False
101.6471,ladder,101.6471,False
101.726,ladder,101.726,False
101.7942,ladder,101.7942,False
101.8619,ladder,101.8619,False
101.9289,ladder,101.9289,False
101.9976,ladder,101.9976,False
102.0594,ladder,102.0594,False
102.1124,ladder,102.1124,False
102.1825,ladder,102.1825,False
102.2463,ladder,102.2463,False
102.3131,ladder,102.3131,False
102.3938,ladder,102.3938,False
102.4588,ladder,102.4588,False
102.5432,ladder,102.5432,False
102.6199,ladder,102.6199,False
102.7124,ladder,102.7124,False
102.7917,ladder,102.7917,False
102.8579,ladder,102.8579,False
102.9112,ladder,102.9112,False
102.9643,ladder,102.9643,False
103.0208,ladder,103.0208,False
103.0862,ladder,103.0862,False
103.1545,ladder,103.1545,False
103.2178,ladder,103.2178,False
103.2707,ladder,103.2707,False
103.3262,ladder,103.3262,False
103.3808,ladder,103.3808,False
103.4446,ladder,103.4446,False
103.4991,ladder,103.4991,False
103.5523,ladder,103.5523,False
103.6088,ladder,103.6088,False
103.6728,ladder,103.6728,False
103.7261,ladder,103.7261,False
103.78,ladder,103.78,False
103.847,ladder,103.847,False
103.9201,ladder,103.9201,False
103.9847,ladder,103.9847,False
104.0514,ladder,104.0514,False
104.1138,ladder,104.1138,False
104.1814,ladder,104.1814,False
104.2465,ladder,104.2465,False
104.313,ladder,104.313,False
104.3801,ladder,104.3801,False
104.4465,ladder,104.4465,False
104.5126,ladder,104.5126,False
104.5821,ladder,104.5821,False
104.6479,ladder,104.6479,False
104.7148,ladder,104.7148,False
104.782,ladder,104.782,False
104.8498,ladder,104.8498,False
104.9163,ladder,104.9163,False
104.9829,ladder,104.9829,False
105.0512,ladder,105.0512,False
105.1146,ladder,105.1146,False
105.1853,ladder,105.1853,False
105.2651,ladder,105.2651,False
105.3446,ladder,105.3446,False
105.412,ladder,105.412,False
105.4775,ladder,105.4775,False
105.5439,ladder,105.5439,False
105.6113,ladder,105.6113,False
105.6755,ladder,105.6755,False
105.7422,ladder,105.7422,False
105.8121,ladder,105.8121,False
105.8838,ladder,105.8838,False
105.9576,ladder,105.9576,False
106.0238,ladder,106.0238,False
106.0891,ladder,106.0891,False
106.1549,ladder,106.1549,False
106.2202,ladder,106.2202,False
106.2866,ladder,106.2866,False
106.3532,ladder,106.3532,False
106.4214,ladder,106.4214,False
106.4867,ladder,106.4867,False
106.5368,ladder,106.5368,False
106.5937,ladder,106.5937,False
106.6598,ladder,106.6598,False
106.7127,ladder,106.7127,False
106.7791,ladder,106.7791,False
106.8297,ladder,106.8297,False
106.8836,ladder,106.8836,False
106.9401,ladder,106.9401,False
107.0048,ladder,107.0048,False
107.0608,ladder,107.0608,False
107.1266,ladder,107.1266,False
107.1937,ladder,107.1937,False
107.2608,ladder,107.2608,False
107.3269,ladder,107.3269,False
107.3956,ladder,107.3956,False
107.4616,ladder,107.4616,False
107.5256,ladder,107.5256,False
107.5937,ladder,107.5937,False
107.6598,ladder,107.6598,False
107.7389,ladder,107.7389,False
107.8059,ladder,107.8059,False
107.8709,ladder,107.8709,False
107.9416,ladder,107.9416,False
108.012,ladder,108.012,False
108.0924,ladder,108.0924,False
108.172,ladder,108.172,False
108.2531,ladder,108.2531,False
108.3336,ladder,108.3336,False
108.4137,ladder,108.4137,False
108.495,ladder,108.495,False
108.5712,ladder,108.5712,False
108.6521,ladder,108.6521,False
108.7333,ladder,108.7333,False
108.8121,ladder,108.8121,False
108.8925,ladder,108.8925,False
108.9722,ladder,108.9722,False
109.0538,ladder,109.0538,False
109.1328,ladder,109.1328,False
109.2129,ladder,109.2129,False
109.294,ladder,109.294,False
109.3727,ladder,109.3727,False
109.458,ladder,109.458,False
109.5323,ladder,109.5323,False
109.6239,ladder,109.6239,False
109.7062,ladder,109.7062,False
109.7875,ladder,109.7875,False
109.8843,ladder,109.8843,False
109.9779,ladder,109.9779,False
110.0713,ladder,110.0713,False
110.1647,ladder,110.1647,False
110.2661,ladder,110.2661,False
110.3501,ladder,110.3501,False
110.444,ladder,110.444,False
110.5365,ladder,110.5365,False
110.6144,ladder,110.6144,False
110.6942,ladder,110.6942,False
110.7727,ladder,110.7727,False
110.8525,ladder,110.8525,False
110.9351,ladder,110.9351,False
111.0137,ladder,111.0137,False
111.0926,ladder,111.0926,False
111.1729,ladder,111.1729,False
111.2539,ladder,111.2539,False
111.3327,ladder,111.3327,False
111.4127,ladder,111.4127,False
111.4934,ladder,111.4934,False
111.5721,ladder,111.5721,False
111.6386,ladder,111.6386,False
111.7042,ladder,111.7042,False
111.7719,ladder,111.7719,False
111.8389,ladder,111.8389,False
111.905,ladder,111.905,False
111.9699,ladder,111.9699,False
112.0356,ladder,112.0356,False
112.103,ladder,112.103,False
112.1701,ladder,112.1701,False
112.2349,ladder,112.2349,False
112.3021,ladder,112.3021,False
112.3684,ladder,112.3684,False
112.4344,ladder,112.4344,False
112.502,ladder,112.502,False
112.5673,ladder,112.5673,False
112.6349,ladder,112.6349,False
112.7001,ladder,112.7001,False
112.754,ladder,112.754,False
112.8219,ladder,112.8219,False
112.8881,ladder,112.8881,False
112.9553,ladder,112.9553,False
113.0217,ladder,113.0217,False
113.0878,ladder,113.0878,False
113.1539,ladder,113.1539,False
113.2215,ladder,113.2215,False
113.289,ladder,113.289,False
113.3543,ladder,113.3543,False
113.4206,ladder,113.4206,False
113.4863,ladder,113.4863,False
113.5392,ladder,113.5392,False
113.5921,ladder,113.5921,False
